userid,timestamp,orientation,touch_event_type,touch_x,touch_y,touch_pressure,touch_size,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806404000000,,move,226.988,1428.98,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806421000000,,move,226.988,1459.37,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806438000000,,move,226.988,1480.72,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806454000000,,move,226.988,1503.33,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806471000000,,move,226.988,1524.82,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806488000000,,move,226.988,1543.42,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806504000000,,move,226.988,1548.57,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806521000000,,move,226.988,1553.44,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806530000000,,move,226.988,1555.38,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806545000000,,move,223.989,1553.89,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806576000000,,move,223.989,1560.94,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806739000000,,move,216.969,1560.94,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698806827000000,,up,216.969,1560.94,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698808836000000,,down,199.962,906.956,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809021000000,,move,199.962,998.996,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809038000000,,move,199.962,1076.09,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809054000000,,move,199.962,1128.39,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809071000000,,move,199.962,1185.42,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809088000000,,move,199.962,1229.71,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809104000000,,move,199.962,1258.83,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809121000000,,move,199.962,1278.02,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809138000000,,move,199.962,1290.5,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809154000000,,move,199.962,1310.24,1,0.000000596046,,,,,,
