userid,vzor_id,ATMS_1,ATMS_2,ATMS_3,ATMS_4,ATMS_5,ATMS_6,ATMS_7,ATMS_8,max_TMS_1,max_TMS_2,max_TMS_3,max_TMS_4,max_TMS_5,max_TMS_6,max_TMS_7,max_TMS_8,min_TMS_1,min_TMS_2,min_TMS_3,min_TMS_4,min_TMS_5,min_TMS_6,min_TMS_7,min_TMS_8,length_1,length_2,length_3,length_4,length_5,length_6,length_7,length_8,accel_x_1,accel_x_2,accel_x_3,accel_x_4,accel_x_5,accel_x_6,accel_x_7,accel_x_8,accel_y_1,accel_y_2,accel_y_3,accel_y_4,accel_y_5,accel_y_6,accel_y_7,accel_y_8,accel_z_1,accel_z_2,accel_z_3,accel_z_4,accel_z_5,accel_z_6,accel_z_7,accel_z_8,max_accel_x_1,max_accel_x_2,max_accel_x_3,max_accel_x_4,max_accel_x_5,max_accel_x_6,max_accel_x_7,max_accel_x_8,min_accel_x_1,min_accel_x_2,min_accel_x_3,min_accel_x_4,min_accel_x_5,min_accel_x_6,min_accel_x_7,min_accel_x_8,max_accel_y_1,max_accel_y_2,max_accel_y_3,max_accel_y_4,max_accel_y_5,max_accel_y_6,max_accel_y_7,max_accel_y_8,min_accel_y_1,min_accel_y_2,min_accel_y_3,min_accel_y_4,min_accel_y_5,min_accel_y_6,min_accel_y_7,min_accel_y_8,max_accel_z_1,max_accel_z_2,max_accel_z_3,max_accel_z_4,max_accel_z_5,max_accel_z_6,max_accel_z_7,max_accel_z_8,min_accel_z_1,min_accel_z_2,min_accel_z_3,min_accel_z_4,min_accel_z_5,min_accel_z_6,min_accel_z_7,min_accel_z_8,total_accel_1,total_accel_2,total_accel_3,total_accel_4,total_accel_5,total_accel_6,total_accel_7,total_accel_8,gyro_x_1,gyro_x_2,gyro_x_3,gyro_x_4,gyro_x_5,gyro_x_6,gyro_x_7,gyro_x_8,gyro_y_1,gyro_y_2,gyro_y_3,gyro_y_4,gyro_y_5,gyro_y_6,gyro_y_7,gyro_y_8,gyro_z_1,gyro_z_2,gyro_z_3,gyro_z_4,gyro_z_5,gyro_z_6,gyro_z_7,gyro_z_8,max_gyro_x_1,max_gyro_x_2,max_gyro_x_3,max_gyro_x_4,max_gyro_x_5,max_gyro_x_6,max_gyro_x_7,max_gyro_x_8,min_gyro_x_1,min_gyro_x_2,min_gyro_x_3,min_gyro_x_4,min_gyro_x_5,min_gyro_x_6,min_gyro_x_7,min_gyro_x_8,max_gyro_y_1,max_gyro_y_2,max_gyro_y_3,max_gyro_y_4,max_gyro_y_5,max_gyro_y_6,max_gyro_y_7,max_gyro_y_8,min_gyro_y_1,min_gyro_y_2,min_gyro_y_3,min_gyro_y_4,min_gyro_y_5,min_gyro_y_6,min_gyro_y_7,min_gyro_y_8,max_gyro_z_1,max_gyro_z_2,max_gyro_z_3,max_gyro_z_4,max_gyro_z_5,max_gyro_z_6,max_gyro_z_7,max_gyro_z_8,min_gyro_z_1,min_gyro_z_2,min_gyro_z_3,min_gyro_z_4,min_gyro_z_5,min_gyro_z_6,min_gyro_z_7,min_gyro_z_8,total_gyro_1,total_gyro_2,total_gyro_3,total_gyro_4,total_gyro_5,total_gyro_6,total_gyro_7,total_gyro_8
Vdz0RsiozHP4K6UydnPn7SYRwwE2,2,1.44e-06,7.1e-07,7.3e-07,,,,,2.07e-06,2.94e-06,1.17e-06,1.94e-06,,,,,2.07e-06,1.2e-07,3.5e-07,3.5e-07,,,,,2.07e-06,431.19417917,167.94792293,332.90192241,,,,,31.01612484,-1.72561917,-0.7381316,-0.75197089,,,,,-3.25133,4.27804,4.415146,4.3365692,,,,,5.03261,8.58082,8.846814,8.4326652,,,,,8.23845,-1.04387,-0.162806,0.344765,,,,,-3.25133,-2.48039,-1.33596,-1.6496,,,,,-3.25133,5.35822,4.94642,4.71897,,,,,5.03261,3.31597,4.03662,3.83551,,,,,5.03261,9.8282,9.51456,9.38766,,,,,8.23845,7.3909,8.06128,7.55131,,,,,8.23845,9.77920653,9.92838887,9.53103567,,,,,10.1867742,-0.36219211,-0.06023143,0.07491651,,,,,-0.686613,-1,0.0,0.0,,,,,0.0,-0.30365094,-0.08167273,-0.03941303,,,,,-0.380569,0.054367,0.210749,0.444099,,,,,-0.686613,-0.692721,-0.381791,-0.224798,,,,,-0.686613,-0.285274,0.0470366,0.205862,,,,,-0.316428,-1.16064,-0.335976,-0.644463,,,,,-0.316428,0.00855211,0.0684169,0.199142,,,,,-0.380569,-0.646906,-0.26145,-0.250455,,,,,-0.380569,0.86176105,0.29604223,0.23136462,,,,,0.8464023
Vdz0RsiozHP4K6UydnPn7SYRwwE2,2,1.44e-06,1.86e-06,6.1e-07,1.3e-07,,,,2.9e-06,3.3e-06,2.4e-06,1.41e-06,1.3e-07,,,,3.12e-06,6e-08,8.3e-07,6e-08,1.3e-07,,,,2.69e-06,338.694742,195.53759191,203.79422662,2.23606798,,,,96.04934876,-2.447527,-1.4748272,-1.13316141,-1.64721,,,,-1.508349,4.50349364,4.422572,4.77361529,4.60405,,,,5.204995,8.68268091,8.586086,8.12578118,7.80031,,,,7.202955,-0.847547,-0.550666,-0.378284,-1.64721,,,,-0.876278,-5.04219,-2.7246,-2.39181,-1.64721,,,,-2.14042,5.56412,4.89854,5.1212,4.60405,,,,5.39414,3.86664,3.78523,4.03902,4.60405,,,,5.01585,9.60554,9.48822,9.07642,7.80031,,,,7.82425,7.513,7.47949,7.13712,7.80031,,,,6.58166,10.17593996,9.82198156,9.5162446,9.20627032,,,,9.05496718,-0.26050612,0.00879648,0.17388101,-0.0684169,,,,-0.485027,-1,-1.0,0.0,1.0,,,,-1.0,-0.30654316,-0.30579894,0.04502438,0.116064,,,,-0.2021966,0.114843,0.0745256,0.389732,-0.0684169,,,,-0.376293,-0.72021,-0.067806,0.0140499,-0.0684169,,,,-0.593761,0.0244346,-0.399506,0.356134,0.575435,,,,-0.939511,-1.41965,-0.866818,-0.396452,0.575435,,,,-1.06901,0.224798,-0.0195477,0.182649,0.116064,,,,-0.0671952,-0.844216,-0.462425,-0.0916298,0.116064,,,,-0.337198,0.87919938,0.73520008,0.28679682,0.59099675,,,,1.14138616
Vdz0RsiozHP4K6UydnPn7SYRwwE2,2,1.55e-06,1.74e-06,7e-07,,,,,2.9e-06,3.27e-06,2.65e-06,1.59e-06,,,,,3.18e-06,8e-08,2e-07,1.9e-07,,,,,2.63e-06,370.18078491,219.15935549,220.72497711,,,,,96.09517221,-2.321505,-1.99517,-1.25545994,,,,,-2.880225,4.71853545,4.09767667,4.69368375,,,,,4.832695,8.18077091,8.66621333,8.27720438,,,,,8.15824,-0.344765,-1.09176,-0.572214,,,,,-2.70545,-3.15556,-2.78685,-2.28407,,,,,-3.055,5.41568,4.65433,5.2026,,,,,4.9129,4.22098,3.51469,3.85945,,,,,4.75249,9.08839,9.47625,9.07881,,,,,8.2576,7.58962,7.81707,7.3071,,,,,8.05888,9.7668167,9.81914365,9.6219768,,,,,9.91084713,-0.53100845,0.0940733,0.15107471,,,,,-0.4159995,-1,-1.0,0.0,,,,,-1.0,-0.367741,-0.42740219,-0.00897214,,,,,-0.410196,-0.236405,0.249233,0.358578,,,,,-0.299935,-0.800233,-0.072693,-0.111177,,,,,-0.532064,-0.224798,-0.0280998,0.36713,,,,,-0.757473,-1.17042,-1.09223,-0.788016,,,,,-1.10567,-0.175929,-0.00855211,0.106901,,,,,-0.394619,-0.503964,-0.742812,-0.224798,,,,,-0.425773,0.93250844,0.80241865,0.32869418,,,,,1.11423086
Vdz0RsiozHP4K6UydnPn7SYRwwE2,2,1.32e-06,8e-07,1.28e-06,,,,,3.82e-06,3.53e-06,1.24e-06,2.63e-06,,,,,3.82e-06,9e-08,6.4e-07,3.1e-07,,,,,3.82e-06,417.41932676,149.41451701,338.29858564,,,,,61.07372594,-2.194844,-1.72074571,-1.26584843,,,,,-2.1069,4.371014,3.88579,4.21259857,,,,,4.60884,8.499256,8.90266714,8.54695857,,,,,8.43477,-1.17555,-1.01035,-0.658405,,,,,-2.1069,-3.88818,-2.71502,-2.43251,,,,,-2.1069,5.43244,4.66869,4.64715,,,,,4.60884,3.20344,3.28245,3.4692,,,,,4.60884,10.003,9.77792,9.55047,,,,,8.43477,7.0605,8.19296,7.75482,,,,,8.43477,9.88288949,9.8947669,9.62723761,,,,,9.84000908,-0.41746523,0.05698496,0.15293441,,,,,-0.563829,-1,0.0,0.0,,,,,-1.0,-0.3753156,-0.18203799,-0.01125737,,,,,-0.61392,-0.0751364,0.168599,0.484416,,,,,-0.563829,-0.779464,-0.154549,-0.164934,,,,,-0.563829,-0.463647,0.241903,0.354913,,,,,-1.26327,-1.30603,-0.690889,-0.466701,,,,,-1.26327,-0.174097,-0.018326,0.0904081,,,,,-0.61392,-0.876592,-0.469145,-0.147829,,,,,-0.61392,0.98295715,0.41379886,0.3011009,,,,,1.51349001
Vdz0RsiozHP4K6UydnPn7SYRwwE2,2,1.56e-06,5.3e-07,9e-07,,,,,2.31e-06,2.94e-06,9.5e-07,1.65e-06,,,,,2.31e-06,2.8e-07,3.3e-07,4.9e-07,,,,,2.31e-06,366.91610013,69.92989423,367.94289198,,,,,76.10519036,-2.17014417,-1.45670029,-0.99787795,,,,,-1.59693,4.5615525,4.27673,4.36765368,,,,,5.51624,8.25181417,8.62904571,8.52575211,,,,,6.87375,-0.047884,-0.536301,-0.339977,,,,,-1.59693,-3.67989,-2.48039,-1.9417,,,,,-1.59693,5.4923,4.58011,4.7908,,,,,5.51624,3.71341,3.93607,3.95762,,,,,5.51624,9.19852,8.87291,9.02614,,,,,6.87375,6.72531,8.19775,7.91523,,,,,6.87375,9.78404063,9.76966679,9.64671988,,,,,8.95698209,-0.39655336,0.03726277,0.0391918,,,,,-0.318261,-1,0.0,0.0,,,,,-1.0,-0.34233914,-0.0907571,-0.03774507,,,,,-0.0775799,-0.0983493,0.199142,0.145386,,,,,-0.318261,-0.536951,-0.0610865,-0.149662,,,,,-0.318261,-0.410501,-0.363465,0.337808,,,,,-0.81184,-1.12888,-0.469145,-0.378126,,,,,-0.81184,0.0384845,0.0653626,0.103847,,,,,-0.0775799,-0.699441,-0.22602,-0.22602,,,,,-0.0775799,0.93187405,0.43898478,0.23337274,,,,,0.87543868
Vdz0RsiozHP4K6UydnPn7SYRwwE2,2,1.72e-06,7.2e-07,1.36e-06,,,,,2.67e-06,2.82e-06,1e-06,2.42e-06,,,,,2.92e-06,3.7e-07,4.2e-07,1.2e-07,,,,,2.41e-06,279.10691285,169.81277026,357.78759012,,,,,137.8210097,-1.91775565,-1.2100695,-0.81108243,,,,,-2.704255,4.386175,4.4983075,4.53922308,,,,,4.753685,8.331525,8.52794417,8.47713,,,,,7.662645,-0.0263362,-0.354342,0.593762,,,,,-1.7358,-3.75411,-2.8084,-2.40857,,,,,-3.67271,5.18105,4.71418,5.18345,,,,,4.75488,3.95043,4.09887,4.03184,,,,,4.75249,10.1634,10.0604,9.7444,,,,,8.20493,7.2688,7.75003,7.11796,,,,,7.12036,9.71407179,9.75157529,9.70368643,,,,,9.47800303,-0.368428,0.01476258,0.12005865,,,,,-0.3393355,-1,0.0,0.0,,,,,-1.0,-0.28367061,-0.07080951,-0.06940361,,,,,-0.1230895,-0.292604,0.213803,0.396452,,,,,-0.31093,-0.482584,-0.235183,-0.285274,,,,,-0.367741,-0.241292,0.174097,0.0702495,,,,,-0.616974,-1.28954,-0.606589,-0.858877,,,,,-1.19607,-0.0775799,0.0427606,0.250455,,,,,-0.11301,-0.557109,-0.228464,-0.445321,,,,,-0.133169,0.95517717,0.26166401,0.44955602,,,,,0.98573814
Vdz0RsiozHP4K6UydnPn7SYRwwE2,2,1.74e-06,7.1e-07,9.8e-07,,,,,2.38e-06,2.95e-06,1.12e-06,2.44e-06,,,,,3.24e-06,7.5e-07,5.6e-07,3e-07,,,,,7.1e-07,278.78101777,83.26411359,330.98967846,,,,,147.17986216,-1.85311175,-0.975808,-1.02918844,,,,,-2.75892,4.40234,4.51478,4.54994067,,,,,4.84267333,8.9869325,8.44298143,8.347304,,,,,7.60638,-0.361524,-0.531513,0.0287304,,,,,-2.17394,-2.85628,-1.44131,-1.56581,,,,,-3.21541,4.73334,4.74291,5.07092,,,,,5.6168,4.00311,4.26647,3.96959,,,,,4.17309,10.5177,9.01178,9.17698,,,,,7.88171,7.88889,7.67342,7.60398,,,,,7.22331,10.21832912,9.63165703,9.58109817,,,,,9.46246954,-0.33376144,0.15367623,0.09480626,,,,,-0.66278867,-1,0.0,0.0,,,,,-1.0,-0.323453,-0.13753196,-0.06617702,,,,,-0.25126937,0.14111,0.3317,0.284052,,,,,-0.596204,-0.61453,0.0610865,-0.10568,,,,,-0.736093,-0.394619,0.0586431,0.349415,,,,,-0.591928,-1.12521,-0.731817,-0.770912,,,,,-0.908967,-0.165544,-0.031765,0.155771,,,,,-0.0812451,-0.55039,-0.376293,-0.469755,,,,,-0.376293,0.85577133,0.47539232,0.32992428,,,,,1.00879651
Vdz0RsiozHP4K6UydnPn7SYRwwE2,2,1.5e-06,7.6e-07,1.11e-06,,,,,1.69e-06,2.83e-06,1.44e-06,1.97e-06,,,,,2.95e-06,7.5e-07,5.9e-07,2.4e-07,,,,,1.4e-07,260.42472196,204.72059847,273.14642975,,,,,141.33928257,-1.87838444,-1.0190752,-0.931744,,,,,-2.1468,4.97169222,4.90332357,4.9480175,,,,,5.80993,8.59119444,8.199115,8.10417167,,,,,6.50185333,-0.502782,-0.0335188,-0.497994,,,,,-1.35751,-3.16513,-1.70467,-1.48441,,,,,-2.79882,5.44441,5.24809,5.10923,,,,,6.05733,4.60405,4.54419,4.73813,,,,,5.46357,9.2081,9.08839,8.97107,,,,,7.31907,7.8865,7.31907,7.42681,,,,,6.04536,10.1424341,9.62481935,9.54904733,,,,,9.01963141,-0.38267308,0.01557701,0.06159559,,,,,-0.584598,-1,0.0,0.0,,,,,-1.0,-0.26912001,-0.11610804,-0.1147918,,,,,-0.12013666,-0.0739147,0.166766,0.328035,,,,,-0.460592,-0.77641,-0.144164,-0.349415,,,,,-0.689667,-0.389732,0.0555887,0.107512,,,,,-0.386678,-0.950506,-0.559553,-0.577268,,,,,-1.09345,-0.0268781,0.0122173,0.0109956,,,,,-0.00916298,-0.49419,-0.31032,-0.223577,,,,,-0.248011,0.81819878,0.30873499,0.30140636,,,,,0.94562288
Vdz0RsiozHP4K6UydnPn7SYRwwE2,2,1.72e-06,1.16e-06,8.3e-07,,,,,2.71e-06,2.79e-06,2.35e-06,2.29e-06,,,,,3.24e-06,2.9e-07,5.8e-07,6e-08,,,,,1.75e-06,284.7905103,144.76201136,303.8560068,,,,,181.28294821,-2.171883,-1.2489745,-0.90752847,,,,,-2.16496,4.60678429,4.71139,4.84863579,,,,,5.386355,8.89513286,8.42001,8.13600053,,,,,7.384315,-0.895431,-0.215478,-0.122104,,,,,-1.57778,-3.09331,-3.06218,-2.01592,,,,,-2.81319,5.09247,5.26485,5.14993,,,,,5.72932,4.00789,4.13718,4.08451,,,,,4.9153,10.6374,9.03811,8.70771,,,,,7.9679,7.96551,7.90326,7.27119,,,,,6.7732,10.3109486,9.79357755,9.53517718,,,,,9.4140692,-0.59943343,0.23915353,0.10420075,,,,,-0.522137,-1,-1.0,0.0,,,,,-1.0,-0.41338133,-0.15821417,-0.08433157,,,,,-0.20112724,-0.263283,0.302989,0.241903,,,,,-0.422719,-0.693943,0.0580322,-0.279776,,,,,-0.615141,-0.649961,-0.604146,0.175929,,,,,-0.498466,-0.961502,-0.915687,-0.567494,,,,,-1.06352,-0.0256563,0.128282,0.0684169,,,,,0.00244346,-0.546724,-0.55039,-0.398284,,,,,-0.45204,1.08313885,0.84617796,0.26107542,,,,,0.98961672
Vdz0RsiozHP4K6UydnPn7SYRwwE2,2,1.85e-06,8.2e-07,1.35e-06,,,,,1.74e-06,3.19e-06,1.09e-06,2.79e-06,,,,,2.83e-06,1.06e-06,5.1e-07,5.6e-07,,,,,6.5e-07,330.38167411,127.74939375,293.13423885,,,,,118.30761735,-2.12072967,-0.98401725,-0.69497087,,,,,-1.550245,4.4322,4.64594875,4.62777273,,,,,5.653905,8.52814667,8.39107875,8.48657364,,,,,7.132325,-0.818817,-0.35913,0.177171,,,,,-1.29287,-3.73256,-2.18351,-1.34554,,,,,-1.80762,4.84347,5.00867,4.99191,,,,,5.74608,3.87382,4.39097,4.38378,,,,,5.56173,9.59596,9.21768,9.50498,,,,,7.48427,7.94157,7.52019,7.69975,,,,,6.78038,9.89637059,9.66758418,9.71435915,,,,,9.24169698,-0.34527467,0.08834646,0.02848854,,,,,-0.234572,-1,0.0,0.0,,,,,-1.0,-0.45590911,-0.10575586,-0.12472758,,,,,-0.2251036,-0.189368,0.218079,0.233961,,,,,-0.224798,-0.544892,-0.0372628,-0.332311,,,,,-0.244346,-0.731206,-0.0488692,0.254731,,,,,-0.974941,-1.21745,-0.688445,-0.848492,,,,,-1.37078,-0.124617,-0.00549779,0.0879646,,,,,-0.0806342,-0.771523,-0.185092,-0.346971,,,,,-0.369573,1.10304282,0.44475428,0.37697886,,,,,1.22218271
Vdz0RsiozHP4K6UydnPn7SYRwwE2,2,1.72e-06,7.5e-07,1.18e-06,,,,,2.22e-06,2.88e-06,1.3e-06,2.44e-06,,,,,3e-06,1.21e-06,3e-07,5.2e-07,,,,,7.3e-07,293.44332634,122.12012173,330.85494889,,,,,177.28090964,-1.75494937,-0.65122253,-0.5200545,,,,,-2.12605,4.027645,4.31541333,4.36463071,,,,,4.61841333,8.8777,8.69813444,8.55910071,,,,,8.14188,0.100556,-0.0694318,0.337582,,,,,-1.18513,-3.11486,-1.49398,-1.17795,,,,,-3.14598,4.87459,4.4987,4.73813,,,,,4.65672,3.3447,4.00071,3.84269,,,,,4.54659,9.73722,9.97664,9.27993,,,,,8.90882,8.29351,8.18817,7.66384,,,,,7.71651,9.97606044,9.74667665,9.64328839,,,,,9.64265487,-0.26076316,0.12644916,0.11903147,,,,,-0.373646,-1,0.0,0.0,,,,,-1.0,-0.51770838,-0.11110977,-0.12387461,,,,,-0.25310167,-0.0800233,0.341474,0.362854,,,,,-0.321315,-0.454484,-0.11301,-0.086132,,,,,-0.453262,-0.563218,-0.0140499,0.249844,,,,,-0.640187,-1.25533,-0.689056,-0.700052,,,,,-1.45142,-0.257785,0.00610865,0.0714712,,,,,-0.215635,-0.772745,-0.21869,-0.392175,,,,,-0.314596,1.12543267,0.41728731,0.31231506,,,,,1.19297645
Vdz0RsiozHP4K6UydnPn7SYRwwE2,2,1.52e-06,7e-07,7.7e-07,9e-08,,,,2.19e-06,2.41e-06,1.56e-06,2.18e-06,9e-08,,,,2.43e-06,2.8e-07,1.9e-07,2e-08,9e-08,,,,1.95e-06,333.58136193,127.35048424,317.15958663,1.41421356,,,,113.29218076,-2.26469718,-0.7860163,-0.49583932,-0.438139,,,,-1.4089895,4.34656364,4.200387,4.3295555,4.43885,,,,4.92128,8.67441,8.680657,8.507557,8.34379,,,,7.633915,-0.797269,-0.28491,0.11971,-0.438139,,,,-0.466869,-3.44526,-1.54665,-1.08697,-0.438139,,,,-2.35111,4.86262,4.52744,4.63039,4.43885,,,,5.00388,3.4668,3.9624,3.9648,4.43885,,,,4.83868,9.40203,9.35175,9.15064,8.34379,,,,8.28394,7.86495,7.98466,7.91762,8.34379,,,,6.98389,10.01642939,9.68845417,9.56762328,9.46119372,,,,9.25240906,-0.28616245,0.03286453,0.08497135,-0.277944,,,,-0.295964,-1,0.0,0.0,0.0,,,,-1.0,-0.36302039,-0.08509347,-0.05247328,-0.0971276,,,,-0.0189368,-0.06353,0.307876,0.330478,-0.277944,,,,-0.279776,-0.497244,-0.108734,-0.154549,-0.277944,,,,-0.312152,-0.545503,0.040928,0.076969,-0.0109956,,,,-0.764803,-1.14232,-0.767247,-0.766025,-0.0109956,,,,-1.16797,0.0354302,-0.0177151,0.086132,-0.0971276,,,,0.0287107,-0.648128,-0.198531,-0.249233,-0.0971276,,,,-0.0665843,0.96962432,0.46075765,0.22134808,0.29463119,,,,1.01283575
Vdz0RsiozHP4K6UydnPn7SYRwwE2,3,1.11e-06,1.5e-06,9.4e-07,1.63e-06,1.32e-06,1.45e-06,1.11e-06,1.4e-06,1.92e-06,2.52e-06,1.72e-06,2.42e-06,3.01e-06,2.25e-06,1.46e-06,2.31e-06,4.9e-07,4.2e-07,6e-08,9.7e-07,3e-08,1.7e-07,9.4e-07,7.4e-07,171.49837465,350.78683889,184.89895454,304.41318084,626.28993455,316.88682045,89.6389078,472.93517248,-1.77230625,-1.40169609,-1.84462364,-1.50329411,-2.01450241,-2.06358527,-1.8321625,-1.46187153,6.14172625,6.40623182,6.51527545,6.73861444,6.722265,6.74294182,6.0088475,6.22027706,7.70065125,7.41005273,6.60342727,6.37416222,6.44236182,6.11544455,7.4244175,7.24147471,-1.1971,-0.445322,-0.61531,-0.617704,-0.632069,-0.921768,-1.403,-0.713472,-2.59531,-3.21541,-3.99353,-2.25055,-4.1276,-3.30639,-2.62644,-2.3128,6.66067,7.13712,6.71334,6.94558,7.26401,7.12993,6.18901,6.59363,5.71735,5.93044,5.77481,6.36618,5.79157,5.43484,5.64553,5.89692,8.45632,8.85376,8.24324,6.9767,7.46991,8.5904,7.8458,8.53054,6.90488,5.89213,5.71975,6.0717,4.84347,4.85305,7.02219,6.0693,10.03258733,9.94993408,9.5083991,9.41787837,9.58707991,9.4355976,9.74344497,9.68561843,0.1080468,-0.16804355,-0.10451356,0.13194694,-0.05059068,0.06886108,-0.00901015,-0.06144588,0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.16852239,-0.27910993,-0.06169742,0.04058863,0.24334662,0.45870436,0.13805532,-0.10614679,0.513738,0.0916298,0.53634,0.286496,0.490525,0.458149,0.0812451,0.314596,-0.199142,-0.522901,-0.291383,-0.0494801,-0.385456,-0.34575,-0.129503,-0.47281,0.251066,0.248011,0.43066,0.194255,1.88208,1.73791,0.957837,0.233961,-0.668287,-1.05741,-0.919352,-0.0849103,-0.192423,-0.171042,-0.076969,-0.304211,0.222966,0.0207694,0.334143,0.151495,0.955393,0.939511,0.288328,0.0329867,-0.580322,-0.496023,-0.356134,-0.0586431,-0.379347,-0.334143,0.054367,-0.253509,0.50208936,0.70625045,0.42671469,0.18710611,0.91367551,1.083011,0.49220156,0.28313831
Vdz0RsiozHP4K6UydnPn7SYRwwE2,3,1.27e-06,1.82e-06,7.5e-07,1.73e-06,1.54e-06,1.57e-06,7.4e-07,1.26e-06,2.2e-06,2.89e-06,1.01e-06,3.63e-06,3.78e-06,2.56e-06,7.4e-07,2.28e-06,6.1e-07,5.1e-07,5.3e-07,1e-07,6e-08,8e-08,7.4e-07,5.8e-07,267.72639393,269.24856088,75.12481961,407.39598461,463.82142776,525.18503288,12.52996409,526.97780913,-1.544499,-1.30654943,-1.698685,-1.64062683,-1.99257563,-1.794155,-2.63362,-1.3101074,6.233784,6.60286714,6.29555167,6.5415575,6.93540438,6.5628075,5.53779,6.1183825,7.377254,7.25203714,6.38373833,6.50364917,5.8970675,6.60590125,8.52096,7.426933,-1.11091,-0.474052,-1.17555,-0.323217,-0.778116,-1.04148,-2.63362,-0.758962,-2.06859,-2.36068,-2.04944,-2.44927,-3.72538,-2.76291,-2.63362,-2.07817,6.4428,7.02219,6.6463,6.95516,7.37893,7.08684,5.53779,6.37097,6.03339,5.91847,6.07648,5.92565,6.42125,5.42047,5.53779,5.55455,7.9679,8.0924,7.94396,7.98945,7.08444,8.05409,8.52096,8.77714,6.72771,5.87298,5.60243,5.35822,4.81713,5.10683,8.52096,6.39491,9.78930018,9.94410844,9.15913165,9.41376363,9.36859533,9.5379381,10.49808705,9.73165775,0.03940061,-0.09215321,-0.2432263,0.1709914,-0.08624644,0.1005255,0.167988,0.02797757,0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.1449585,-0.31319931,-0.11891502,0.09213887,0.20471619,0.44688619,0.124617,-0.08741483,0.356745,0.168599,0.0354302,0.587652,0.321926,0.521679,0.167988,0.398284,-0.246179,-0.311541,-0.450208,-0.237627,-0.43799,-0.348804,0.167988,-0.263283,0.507629,-0.219301,-0.054367,0.356134,1.76723,1.50639,0.814283,0.241292,-0.798401,-1.42271,-0.318872,-0.359189,-0.206472,-0.233351,0.814283,-0.300546,0.339641,-0.0989602,-0.013439,0.378126,0.900415,0.89675,0.124617,-0.00855211,-0.577879,-0.618806,-0.252287,-0.0708604,-0.469755,-0.306654,0.124617,-0.213803,0.55420216,0.88332738,0.37117627,0.36105913,0.82684132,1.03532214,0.84071765,0.26731549
Vdz0RsiozHP4K6UydnPn7SYRwwE2,3,1.09e-06,1.22e-06,1.22e-06,1.87e-06,1.38e-06,1.58e-06,1.14e-06,1.65e-06,1.95e-06,2.25e-06,2.76e-06,3.23e-06,3.27e-06,2.91e-06,1.54e-06,2.68e-06,5.4e-07,1.4e-07,2.8e-07,9e-07,1.2e-07,1.2e-07,8.8e-07,8.8e-07,159.93973956,321.80990085,255.87778147,259.59360819,470.81903502,459.00391004,91.2625541,464.08406935,-1.46114771,-1.34775054,-1.5981295,-1.07123571,-1.6542435,-1.45200267,-1.468245,-1.228568,6.64835429,6.61978462,7.083484,7.30163286,7.25158812,7.095296,6.588845,6.805005,7.37037714,6.91003462,6.103299,5.45330857,6.03248938,5.885108,7.587225,6.68067714,-0.931344,-0.574608,-0.943315,-0.181959,-0.328006,-0.691924,-1.0319,-0.682347,-1.96325,-2.33435,-2.73657,-1.93212,-3.20584,-2.45885,-2.13563,-1.91536,7.03416,7.21852,7.81946,7.69018,8.23366,7.59441,6.74447,7.05811,6.33027,6.19141,6.74686,6.99346,6.1507,6.11,6.24887,6.60081,8.41801,8.11874,7.50822,6.11958,7.6375,8.0924,8.53054,7.91284,6.67264,5.48033,5.0781,4.69742,4.72137,4.24971,6.73728,5.31513,10.05143583,9.70551716,9.5135174,9.20086522,9.63422855,9.40209879,10.17910288,9.64405791,-0.15236744,-0.03477227,-0.11307121,0.14748027,-0.05085448,0.21836409,-0.09666938,-0.06143557,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.24774943,-0.1588719,-0.23054055,0.03586647,0.30214921,0.46938886,0.08048148,-0.05353798,0.138666,0.426384,0.516792,0.364687,0.207694,0.594983,0.00244346,0.346361,-0.687834,-0.634078,-0.343917,-0.135612,-0.237627,-0.136223,-0.149662,-0.40256,0.0213803,0.255342,0.00855211,0.231518,1.49723,1.62612,0.417221,0.163101,-0.468534,-1.07268,-0.924239,-0.16249,-0.540005,0.0268781,0.152105,-0.181427,-0.122173,0.241903,0.0329867,0.241903,0.857655,0.935846,0.149051,0.0152716,-0.564439,-0.530842,-0.377515,-0.201586,-0.229074,-0.00061087,0.0177151,-0.143553,0.42955273,0.57234372,0.56552446,0.2915637,0.89801233,0.95884816,0.29376903,0.25350082
